Pizza_selbstgemacht,Pizza_hollondaise,Risotto,Rucolanudeln,Erdnuss_Gemüse_Pfanne,Kokoscurry,Ofengemüse,Nudeln_rosa,Wraps,Käsespätzle,Couscous-Pfanne,Champion-Curry,Brokkoli-Nudeln
1,5,3,4,1,2,3,5,3,1,7,2,1
