Pizza_selbstgemacht,Pizza_hollondaise,Risotto,Rucolanudeln,Erdnuss_Gemüse_Pfanne,Kokoscurry,Ofengemüse,Nudeln_rosa,Wraps,Käsespätzle,Couscous-Pfanne,Champion-Curry,Brokkoli-Nudeln
9,9.5,10,10,8.5,8.8,11,,10,,,,
