Pizza_selbstgemacht,Pizza_hollondaise,Risotto,Rucolanudeln,Erdnuss_Gemüse_Pfanne,Kokoscurry,Ofengemüse,Nudeln_rosa,Wraps,Käsespätzle,Couscous-Pfanne,Champion-Curry,Brokkoli-Nudeln
vegetarian,vegetarian,vegetarian,vegetarian,vegan,vegan,vegan,vegan,vegan,vegetarian,vegan,vegetarian,vegan
